                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    141,                0.59552,                 0.7047,                 1.0519,                0.72467,                0.61664,                0.63918,                0.51197,                0.71104,                 1.2493,                 1.1169,             0.00080523,             0.00080523,             0.00080523
                    142,                0.60828,                0.71303,                 1.0582,                 0.5385,                0.56437,                0.61412,                0.49745,                0.69854,                 1.4408,                 1.1654,             0.00080303,             0.00080303,             0.00080303
                    143,                0.58967,                0.72509,                 1.0498,                0.53932,                0.59118,                0.63105,                0.51942,                0.63714,                 1.1277,                 1.0615,             0.00080083,             0.00080083,             0.00080083
                    144,                0.60048,                 0.7138,                 1.0471,                0.49269,                0.61244,                0.61082,                0.50365,                0.66057,                 1.5199,                 1.1025,             0.00079863,             0.00079863,             0.00079863
                    145,                0.60554,                  0.728,                 1.0535,                0.51029,                0.65268,                0.58841,                0.48655,                0.68568,                 1.3609,                 1.1057,             0.00079643,             0.00079643,             0.00079643
                    146,                0.59578,                 0.7299,                 1.0511,                0.60126,                0.64855,                0.60297,                0.48352,                0.66099,                 1.2193,                 1.0881,             0.00079423,             0.00079423,             0.00079423
                    147,                0.59331,                0.72123,                 1.0507,                0.50462,                0.63619,                0.58922,                0.48781,                0.70369,                 1.1928,                 1.1425,             0.00079203,             0.00079203,             0.00079203
                    148,                 0.5836,                0.71242,                  1.043,                0.53909,                 0.6732,                0.61602,                0.50549,                0.68172,                 1.2725,                 1.1377,             0.00078983,             0.00078983,             0.00078983
                    149,                0.58653,                0.67768,                 1.0379,                0.45863,                0.66332,                0.60859,                0.51039,                0.69161,                 1.1517,                 1.1022,             0.00078763,             0.00078763,             0.00078763
                    150,                0.61992,                0.71168,                 1.0729,                0.52313,                0.66396,                0.60814,                0.49182,                0.67714,                 1.2522,                 1.1131,             0.00078543,             0.00078543,             0.00078543
                    151,                0.58855,                0.70679,                 1.0629,                0.45163,                 0.7483,                 0.5908,                0.45932,                0.74852,                 1.4289,                  1.174,             0.00078323,             0.00078323,             0.00078323
                    152,                0.58856,                0.70528,                 1.0496,                0.56079,                0.62501,                0.64199,                0.52338,                0.67409,                0.98165,                 1.1119,             0.00078103,             0.00078103,             0.00078103
                    153,                0.58004,                0.67951,                 1.0443,                0.49399,                 0.6742,                0.60413,                0.49123,                0.72751,                 1.1365,                 1.1792,             0.00077883,             0.00077883,             0.00077883
                    154,                0.58256,                0.67173,                 1.0436,                 0.5999,                0.73821,                0.66226,                0.52748,                0.71934,                 1.1265,                 1.1548,             0.00077663,             0.00077663,             0.00077663
                    155,                0.59098,                0.69012,                 1.0443,                0.48454,                0.67328,                0.62454,                0.52217,                0.64611,                 1.1219,                 1.0952,             0.00077443,             0.00077443,             0.00077443
                    156,                0.58617,                 0.6997,                 1.0456,                0.56789,                0.66232,                0.60948,                0.49581,                0.70405,                 1.1053,                 1.1609,             0.00077223,             0.00077223,             0.00077223
                    157,                0.55845,                0.65448,                 1.0255,                 0.6809,                0.61708,                0.61116,                0.49892,                0.67914,                 1.2203,                 1.1161,             0.00077003,             0.00077003,             0.00077003
                    158,                0.56828,                0.64568,                 1.0382,                0.68523,                 0.6017,                0.64401,                0.52979,                0.66614,                 1.2254,                 1.0884,             0.00076783,             0.00076783,             0.00076783
                    159,                0.56731,                0.64824,                 1.0433,                0.54023,                 0.6485,                0.61128,                0.50775,                0.66673,                 1.2877,                 1.0771,             0.00076563,             0.00076563,             0.00076563
                    160,                0.57126,                0.63749,                 1.0314,                0.50278,                 0.5941,                0.60418,                0.48419,                0.74145,                0.93928,                 1.1712,             0.00076343,             0.00076343,             0.00076343
                    161,                0.55081,                0.65204,                 1.0306,                 0.6207,                0.65703,                0.65832,                0.54069,                0.66526,                 1.4962,                 1.0847,             0.00076123,             0.00076123,             0.00076123
                    162,                0.57465,                0.65794,                 1.0432,                0.48722,                0.72748,                0.61949,                0.49465,                0.73309,                 1.1355,                 1.1384,             0.00075904,             0.00075904,             0.00075904
                    163,                0.56103,                0.65429,                 1.0314,                0.61728,                0.63478,                0.67401,                0.50686,                0.70499,                 1.0788,                 1.1062,             0.00075684,             0.00075684,             0.00075684
                    164,                0.57482,                0.66736,                  1.028,                  0.535,                0.68353,                0.59266,                0.47526,                0.69975,                 1.3301,                 1.1408,             0.00075464,             0.00075464,             0.00075464
                    165,                0.56777,                0.64967,                 1.0451,                0.52881,                0.59165,                0.59646,                0.47024,                0.68018,                 1.3224,                 1.1041,             0.00075244,             0.00075244,             0.00075244
                    166,                0.55298,                0.61481,                 1.0169,                0.58141,                0.53935,                0.64111,                0.52362,                0.66663,                 1.1549,                 1.0993,             0.00075024,             0.00075024,             0.00075024
                    167,                0.54244,                0.64082,                 1.0243,                0.62701,                0.64382,                0.70327,                0.56792,                0.65237,                0.94899,                 1.0918,             0.00074804,             0.00074804,             0.00074804
                    168,                0.56736,                0.63736,                 1.0318,                0.62394,                0.64153,                 0.6473,                0.53197,                0.67745,                  1.182,                 1.1159,             0.00074584,             0.00074584,             0.00074584
                    169,                0.53159,                0.59392,                 1.0287,                0.62174,                0.55924,                0.65038,                0.53058,                0.66074,                 1.0494,                 1.1077,             0.00074364,             0.00074364,             0.00074364
                    170,                0.52852,                0.59782,                 1.0132,                0.51815,                0.60641,                0.64025,                0.52285,                0.65882,                 1.2954,                 1.1493,             0.00074144,             0.00074144,             0.00074144
                    171,                0.53398,                0.61138,                 1.0136,                0.52645,                0.75564,                0.69939,                0.54567,                0.66924,                 1.0611,                 1.1216,             0.00073924,             0.00073924,             0.00073924
                    172,                0.52779,                0.59936,                 1.0095,                0.69945,                0.59475,                0.68014,                0.55721,                0.70914,                0.93816,                 1.1542,             0.00073704,             0.00073704,             0.00073704
                    173,                 0.5395,                0.59097,                 1.0155,                0.60032,                0.61756,                 0.6937,                0.57524,                0.66771,                 1.2241,                 1.1238,             0.00073484,             0.00073484,             0.00073484
