                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,F1 Score
168,0.51844,0.43582,1.0496,0.756,0.69297,0.74557,0.60187,0.7867,0.8087,1.3147,0.0067132,0.0067132,0.0067132,0.7231141017412368
169,0.50126,0.43039,1.0289,0.76073,0.68609,0.74856,0.60248,0.7908,0.80072,1.3208,0.0066934,0.0066934,0.0066934,0.7214846984421006
170,0.52166,0.44602,1.0473,0.756,0.69305,0.75201,0.60086,0.79277,0.79931,1.3173,0.0066736,0.0066736,0.0066736,0.7231576550153548
171,0.51134,0.43157,1.0435,0.77113,0.69022,0.75661,0.60202,0.79452,0.78759,1.3152,0.0066538,0.0066538,0.0066538,0.7284351436685257
172,0.50122,0.43639,1.0367,0.76347,0.69605,0.75408,0.60301,0.78678,0.78547,1.31,0.006634,0.006634,0.006634,0.7282028249013375
173,0.50941,0.43003,1.0465,0.73695,0.72329,0.75728,0.60634,0.7826,0.79708,1.3148,0.0066142,0.0066142,0.0066142,0.7300561079000712
174,0.51419,0.44481,1.0389,0.76179,0.68343,0.75806,0.60561,0.78293,0.80077,1.3132,0.0065944,0.0065944,0.0065944,0.7204856557479138
175,0.49524,0.42132,1.0254,0.73657,0.70631,0.76302,0.61082,0.78183,0.80265,1.3087,0.0065746,0.0065746,0.0065746,0.7211226944721668
176,0.50175,0.43114,1.0365,0.75446,0.70392,0.76449,0.6155,0.78431,0.80055,1.307,0.0065548,0.0065548,0.0065548,0.728314270903331
177,0.50604,0.43887,1.0314,0.76212,0.70404,0.76261,0.61209,0.78412,0.80336,1.3027,0.006535,0.006535,0.006535,0.7319296185955149
178,0.5064,0.43339,1.0331,0.76333,0.70236,0.76414,0.61313,0.78285,0.79215,1.3001,0.0065152,0.0065152,0.0065152,0.7315768802407057
179,0.49996,0.42588,1.0358,0.75922,0.71713,0.76708,0.61259,0.78356,0.78888,1.3015,0.0064954,0.0064954,0.0064954,0.7375750175771327
180,0.48825,0.41998,1.0231,0.75523,0.72576,0.7662,0.61087,0.78711,0.80147,1.307,0.0064756,0.0064756,0.0064756,0.7402017904239732
181,0.4918,0.41562,1.0339,0.77204,0.71395,0.75713,0.60745,0.79267,0.80431,1.319,0.0064558,0.0064558,0.0064558,0.7418595791357949
182,0.49297,0.41035,1.0304,0.74816,0.7297,0.75551,0.60764,0.79174,0.80675,1.3241,0.006436,0.006436,0.006436,0.7388147077531024
183,0.48851,0.40467,1.0272,0.74365,0.73056,0.76019,0.60703,0.78626,0.81125,1.3222,0.0064162,0.0064162,0.0064162,0.7370468847721832
184,0.49542,0.41506,1.0271,0.76403,0.7117,0.76685,0.61303,0.78628,0.80527,1.3237,0.0063964,0.0063964,0.0063964,0.7369371782101062
185,0.48639,0.41602,1.0247,0.76732,0.72482,0.76839,0.6147,0.78387,0.80496,1.3182,0.0063766,0.0063766,0.0063766,0.745464745131154
186,0.49114,0.41237,1.0264,0.74606,0.72979,0.76784,0.61524,0.78875,0.8111,1.3239,0.0063568,0.0063568,0.0063568,0.7378353184944271
187,0.49373,0.42218,1.033,0.7632,0.71383,0.76921,0.6149,0.79178,0.80978,1.3322,0.006337,0.006337,0.006337,0.7376898993249967
188,0.48972,0.41328,1.0334,0.79233,0.69015,0.76838,0.61625,0.78653,0.81351,1.3331,0.0063172,0.0063172,0.0063172,0.7377186194754735
189,0.49423,0.41908,1.0359,0.77706,0.7013,0.76515,0.6156,0.78138,0.81825,1.3274,0.0062974,0.0062974,0.0062974,0.7372388024567764
190,0.48742,0.41396,1.0352,0.7354,0.74054,0.76223,0.6093,0.77991,0.81764,1.3312,0.0062776,0.0062776,0.0062776,0.7379610499071778
191,0.48262,0.40682,1.0266,0.74593,0.74054,0.76148,0.60891,0.78196,0.81653,1.335,0.0062578,0.0062578,0.0062578,0.7432252278216176
192,0.48868,0.41191,1.0288,0.73525,0.7371,0.76107,0.60899,0.78197,0.81095,1.3364,0.006238,0.006238,0.006238,0.7361738377423845
193,0.47882,0.40787,1.0249,0.78007,0.68578,0.75998,0.60822,0.78071,0.81406,1.3298,0.0062182,0.0062182,0.0062182,0.729892423644984
194,0.4924,0.41689,1.023,0.74757,0.70171,0.75307,0.60492,0.78245,0.82811,1.3276,0.0061984,0.0061984,0.0061984,0.7239144191598587
195,0.48777,0.40401,1.0219,0.76501,0.69085,0.7487,0.59814,0.7807,0.83465,1.3241,0.0061786,0.0061786,0.0061786,0.7260411832181666
196,0.48265,0.40137,1.026,0.77563,0.67929,0.75321,0.60112,0.78088,0.83403,1.3261,0.0061588,0.0061588,0.0061588,0.7242703415995382
197,0.48114,0.39405,1.0241,0.76391,0.69495,0.75257,0.60252,0.78058,0.83064,1.3241,0.006139,0.006139,0.006139,0.7278001377788135
198,0.47505,0.39797,1.0279,0.76668,0.70506,0.75394,0.60217,0.78284,0.8306,1.3258,0.0061192,0.0061192,0.0061192,0.7345800220147581
199,0.47697,0.3921,1.0188,0.80246,0.68656,0.75803,0.60748,0.7862,0.82732,1.3309,0.0060994,0.0060994,0.0060994,0.7399993789203637
200,0.473,0.40913,1.0142,0.80528,0.69222,0.76166,0.60844,0.78549,0.82403,1.3316,0.0060796,0.0060796,0.0060796,0.7444820321869782
201,0.46557,0.39552,1.0198,0.78593,0.69726,0.75399,0.60443,0.78719,0.82469,1.3373,0.0060598,0.0060598,0.0060598,0.738944507177098
202,0.47427,0.39798,1.0233,0.76261,0.71665,0.75727,0.6055,0.78922,0.82167,1.3422,0.00604,0.00604,0.00604,0.738916020848262
203,0.47057,0.39046,1.0165,0.76548,0.71058,0.75313,0.60471,0.79051,0.81889,1.3449,0.0060202,0.0060202,0.0060202,0.7370090354050649
204,0.46685,0.39905,1.019,0.7826,0.70945,0.75562,0.60663,0.78676,0.8146,1.3429,0.0060004,0.0060004,0.0060004,0.744231855500821
205,0.46764,0.39048,1.0163,0.78624,0.6988,0.75495,0.6067,0.78478,0.81294,1.3398,0.0059806,0.0059806,0.0059806,0.7399457415288476
206,0.47119,0.39084,1.0185,0.75311,0.71725,0.75471,0.60725,0.78299,0.81748,1.3346,0.0059608,0.0059608,0.0059608,0.7347427126690063
207,0.46336,0.38986,1.0187,0.76249,0.70499,0.75483,0.60642,0.7838,0.81093,1.3376,0.005941,0.005941,0.005941,0.7326134940169542
208,0.4646,0.39114,1.0184,0.73981,0.73834,0.75746,0.60634,0.78543,0.8075,1.3401,0.0059212,0.0059212,0.0059212,0.739074269052532
209,0.46438,0.39104,1.0186,0.76494,0.70583,0.75504,0.606,0.7813,0.80184,1.3371,0.0059014,0.0059014,0.0059014,0.7341971894993778
210,0.46475,0.39506,1.0217,0.76016,0.71206,0.75978,0.60754,0.77677,0.80081,1.3328,0.0058816,0.0058816,0.0058816,0.7353242444743313
211,0.4636,0.38332,1.0085,0.78617,0.69289,0.7562,0.60324,0.77803,0.80302,1.3335,0.0058618,0.0058618,0.0058618,0.7365885512420051
212,0.47145,0.38294,1.0179,0.77252,0.69624,0.75655,0.60487,0.77956,0.80621,1.3362,0.005842,0.005842,0.005842,0.7323992004139546
213,0.45654,0.37674,1.0019,0.71224,0.74533,0.75548,0.60494,0.77695,0.80909,1.3354,0.0058222,0.0058222,0.0058222,0.7284093926192224
214,0.45859,0.37497,1.0053,0.74489,0.71783,0.75674,0.60626,0.77749,0.81456,1.3386,0.0058024,0.0058024,0.0058024,0.731109697959965
215,0.45995,0.38014,1.009,0.75919,0.70168,0.75531,0.60598,0.77717,0.81995,1.3394,0.0057826,0.0057826,0.0057826,0.7293030032788681
216,0.45754,0.38278,1.0077,0.7516,0.71393,0.75501,0.60483,0.77851,0.81919,1.3398,0.0057628,0.0057628,0.0057628,0.7322808649430581
217,0.45664,0.38474,1.0131,0.75655,0.71271,0.7549,0.60341,0.77932,0.82233,1.3388,0.005743,0.005743,0.005743,0.7339759477560133
218,0.45764,0.38295,1.0142,0.7457,0.72067,0.75142,0.60366,0.78321,0.82554,1.3431,0.0057232,0.0057232,0.0057232,0.7329713769376078
219,0.44896,0.38291,1.012,0.75839,0.71045,0.75617,0.60622,0.78195,0.82983,1.3414,0.0057034,0.0057034,0.0057034,0.7336376671386944
220,0.45692,0.38307,1.0131,0.74217,0.72338,0.75722,0.60646,0.783,0.82853,1.3434,0.0056836,0.0056836,0.0056836,0.7326545455289823
221,0.45384,0.3685,1.0044,0.80865,0.67424,0.75805,0.60589,0.7831,0.82104,1.3434,0.0056638,0.0056638,0.0056638,0.7353535002596282
222,0.45278,0.38259,1.0064,0.77237,0.70388,0.76012,0.60711,0.78489,0.81535,1.3437,0.005644,0.005644,0.005644,0.7365362175783235
223,0.45906,0.3731,1.0087,0.78392,0.69882,0.76041,0.60952,0.78477,0.81568,1.3448,0.0056242,0.0056242,0.0056242,0.7389278961921847
224,0.44935,0.36876,1.0062,0.77099,0.7064,0.7624,0.61059,0.7846,0.81234,1.347,0.0056044,0.0056044,0.0056044,0.7372830951881358
225,0.44709,0.37022,1.0097,0.72904,0.74454,0.76269,0.61045,0.78595,0.81499,1.352,0.0055846,0.0055846,0.0055846,0.7367084808425739
226,0.4461,0.3665,1.0103,0.75653,0.71768,0.76237,0.60995,0.78419,0.81263,1.3528,0.0055648,0.0055648,0.0055648,0.7365930910792899
227,0.44962,0.36462,1.0104,0.76178,0.71599,0.76195,0.60987,0.78561,0.81833,1.3541,0.005545,0.005545,0.005545,0.7381755783376304
228,0.44908,0.37426,1.0015,0.79097,0.69494,0.76163,0.60831,0.78723,0.825,1.3549,0.0055252,0.0055252,0.0055252,0.7398519315436332
229,0.44984,0.36972,1.0005,0.79506,0.69542,0.75697,0.60433,0.78645,0.82881,1.354,0.0055054,0.0055054,0.0055054,0.7419094858032312
230,0.43964,0.36566,0.99379,0.76389,0.72267,0.75857,0.60738,0.78223,0.8244,1.3487,0.0054856,0.0054856,0.0054856,0.742708516709719
231,0.44476,0.36624,0.99933,0.771,0.71624,0.75646,0.6053,0.78333,0.829,1.3482,0.0054658,0.0054658,0.0054658,0.7426118716548776
232,0.44234,0.36496,0.99988,0.77896,0.70891,0.75641,0.60329,0.78727,0.83234,1.3526,0.005446,0.005446,0.005446,0.7422859975669918
233,0.44386,0.36457,1.0031,0.77537,0.70833,0.7563,0.60365,0.7863,0.83698,1.3523,0.0054262,0.0054262,0.0054262,0.7403354210419896
234,0.43425,0.35631,0.99175,0.78292,0.70574,0.75848,0.60398,0.78774,0.84022,1.3537,0.0054064,0.0054064,0.0054064,0.7423292905028683
235,0.43442,0.35573,0.99505,0.77793,0.70894,0.7573,0.60444,0.78768,0.84447,1.3519,0.0053866,0.0053866,0.0053866,0.7418344498174017
236,0.43391,0.35758,0.99529,0.77378,0.70865,0.75841,0.60587,0.78957,0.84395,1.355,0.0053668,0.0053668,0.0053668,0.7397842690717269
237,0.43934,0.36039,0.98806,0.77465,0.70785,0.75758,0.60541,0.78879,0.84396,1.3516,0.005347,0.005347,0.005347,0.7397450286677908
238,0.43987,0.34908,0.99595,0.76365,0.71229,0.75713,0.60505,0.78672,0.85051,1.349,0.0053272,0.0053272,0.0053272,0.7370763831863084
