                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,F1 Score
173,0.51766,0.42958,1.0212,0.75715,0.71613,0.76098,0.60485,0.80813,0.81457,1.283,0.0066142,0.0066142,0.0066142,0.7360689475184623
174,0.52516,0.44004,1.0235,0.718,0.74499,0.75717,0.60411,0.8064,0.81931,1.2834,0.0065944,0.0065944,0.0065944,0.7312460372251348
175,0.50677,0.41897,1.0144,0.73264,0.72041,0.75612,0.60266,0.79928,0.81458,1.2831,0.0065746,0.0065746,0.0065746,0.72647353139947
176,0.51561,0.43068,1.0278,0.73911,0.72433,0.75695,0.60263,0.80254,0.81725,1.2864,0.0065548,0.0065548,0.0065548,0.7316453647570109
177,0.51107,0.44049,1.0209,0.78045,0.69134,0.75511,0.59834,0.80371,0.8159,1.289,0.006535,0.006535,0.006535,0.7331974031621358
178,0.52276,0.43035,1.0222,0.79244,0.69149,0.75788,0.59752,0.8076,0.82643,1.2882,0.0065152,0.0065152,0.0065152,0.7385312455439274
179,0.5204,0.43995,1.0223,0.7876,0.68105,0.74995,0.59184,0.80595,0.83483,1.2852,0.0064954,0.0064954,0.0064954,0.7304599189732066
180,0.50486,0.43527,1.0164,0.78649,0.69645,0.74955,0.59344,0.80147,0.82613,1.2846,0.0064756,0.0064756,0.0064756,0.7387365105803336
181,0.5109,0.42501,1.0212,0.78163,0.69118,0.75069,0.59671,0.7961,0.83545,1.2799,0.0064558,0.0064558,0.0064558,0.73362758726516
182,0.50895,0.42385,1.0155,0.77649,0.68892,0.75423,0.60132,0.79611,0.84084,1.2763,0.006436,0.006436,0.006436,0.7300884950969354
183,0.50464,0.41758,1.016,0.75561,0.7152,0.75497,0.60395,0.79466,0.83096,1.2782,0.0064162,0.0064162,0.0064162,0.7348498745589165
184,0.50911,0.42316,1.0177,0.71912,0.73807,0.75396,0.60129,0.79779,0.83109,1.2844,0.0063964,0.0063964,0.0063964,0.7284717825403687
185,0.50173,0.41971,1.0155,0.77375,0.69519,0.76041,0.60282,0.79508,0.83116,1.2854,0.0063766,0.0063766,0.0063766,0.7323692764850845
186,0.50144,0.41403,1.0088,0.79749,0.68264,0.76151,0.60326,0.79841,0.83032,1.2891,0.0063568,0.0063568,0.0063568,0.7356091337923021
187,0.50936,0.42825,1.0161,0.78406,0.6993,0.76079,0.60231,0.80175,0.82673,1.2921,0.006337,0.006337,0.006337,0.739258383669507
188,0.50404,0.4203,1.0142,0.78277,0.70525,0.76519,0.60356,0.80119,0.80925,1.2963,0.0063172,0.0063172,0.0063172,0.7419907561726321
189,0.50989,0.42465,1.0202,0.78716,0.70029,0.76513,0.60422,0.80183,0.8072,1.2997,0.0062974,0.0062974,0.0062974,0.7411883107331338
190,0.50232,0.42515,1.0176,0.74789,0.723,0.76628,0.60258,0.80408,0.80978,1.3006,0.0062776,0.0062776,0.0062776,0.7352344090992529
191,0.49816,0.41094,1.0079,0.76594,0.69657,0.76551,0.60319,0.80283,0.80653,1.2965,0.0062578,0.0062578,0.0062578,0.7296098157277557
192,0.4961,0.42675,1.0119,0.7105,0.72136,0.76046,0.60351,0.80131,0.81651,1.2958,0.006238,0.006238,0.006238,0.7158888159456931
193,0.49093,0.40721,1.0028,0.71801,0.72297,0.76012,0.60406,0.79858,0.82014,1.2942,0.0062182,0.0062182,0.0062182,0.7204814635872808
194,0.50607,0.41729,1.0115,0.7383,0.71276,0.76433,0.60367,0.79668,0.8125,1.2924,0.0061984,0.0061984,0.0061984,0.7253052361721775
195,0.4989,0.42155,1.0055,0.71026,0.74386,0.76217,0.60231,0.8006,0.81669,1.2933,0.0061786,0.0061786,0.0061786,0.7266718064533875
196,0.49432,0.41808,1.0071,0.74761,0.71572,0.76374,0.60157,0.8002,0.82492,1.2931,0.0061588,0.0061588,0.0061588,0.7313175144362516
