                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,F1 Score
128,0.57691,0.517,1.0575,0.76322,0.71022,0.74925,0.59194,0.7947,0.82677,1.2577,0.0075052,0.0075052,0.0075052,0.7357667884678032
129,0.57973,0.49903,1.0552,0.77077,0.71897,0.7537,0.59767,0.79335,0.82544,1.2446,0.0074854,0.0074854,0.0074854,0.7439694267456066
130,0.57571,0.49495,1.0525,0.74109,0.71376,0.75338,0.59409,0.7901,0.81854,1.2388,0.0074656,0.0074656,0.0074656,0.7271682969378286
131,0.56787,0.50288,1.0466,0.77845,0.69407,0.76009,0.60122,0.79067,0.81773,1.2439,0.0074458,0.0074458,0.0074458,0.7338423810882025
132,0.57501,0.49131,1.0568,0.76764,0.70677,0.75814,0.59602,0.80013,0.82322,1.2632,0.007426,0.007426,0.007426,0.7359485120149755
133,0.56241,0.4838,1.0472,0.81091,0.68561,0.75686,0.59913,0.79125,0.82658,1.2579,0.0074062,0.0074062,0.0074062,0.7430144670301768
134,0.58096,0.49742,1.0621,0.75262,0.73117,0.76105,0.60146,0.79066,0.80964,1.2667,0.0073864,0.0073864,0.0073864,0.7417399570020016
135,0.56831,0.48327,1.0549,0.7637,0.70454,0.75609,0.59775,0.78847,0.81745,1.2683,0.0073666,0.0073666,0.0073666,0.7329281289162535
136,0.57276,0.49635,1.0573,0.76769,0.70685,0.75592,0.59916,0.79047,0.81057,1.2734,0.0073468,0.0073468,0.0073468,0.736014860905774
137,0.56327,0.47673,1.0509,0.71665,0.76359,0.76371,0.6019,0.80161,0.81562,1.2856,0.007327,0.007327,0.007327,0.7393757410960385
138,0.57357,0.47931,1.0569,0.78166,0.71296,0.7642,0.5989,0.79503,0.81875,1.2792,0.0073072,0.0073072,0.0073072,0.7457311070372403
139,0.56552,0.48218,1.0517,0.79276,0.71009,0.76535,0.6056,0.79335,0.82094,1.2638,0.0072874,0.0072874,0.0072874,0.7491512105665902
140,0.56597,0.48864,1.0497,0.75091,0.73371,0.75991,0.60355,0.79493,0.81933,1.2706,0.0072676,0.0072676,0.0072676,0.7422103650765852
141,0.56031,0.49432,1.0452,0.72491,0.72329,0.76023,0.60295,0.79348,0.81195,1.2723,0.0072478,0.0072478,0.0072478,0.7240990939096812
142,0.55604,0.47324,1.04,0.75155,0.71648,0.7617,0.6037,0.78941,0.80699,1.2552,0.007228,0.007228,0.007228,0.7335961036218606
143,0.55836,0.47428,1.0336,0.75695,0.69436,0.75974,0.60096,0.79761,0.81816,1.2582,0.0072082,0.0072082,0.0072082,0.7243053544728556
144,0.56659,0.48452,1.0449,0.75986,0.70199,0.76041,0.60003,0.8048,0.81132,1.2659,0.0071884,0.0071884,0.0071884,0.7297795552211239
145,0.55885,0.46848,1.0411,0.73812,0.72492,0.76525,0.60261,0.80856,0.80278,1.2706,0.0071686,0.0071686,0.0071686,0.7314604527559057
146,0.55661,0.47211,1.0428,0.78592,0.68628,0.76747,0.60767,0.80043,0.78777,1.2619,0.0071488,0.0071488,0.0071488,0.7327281315038718
147,0.55219,0.46792,1.0384,0.7591,0.7136,0.7621,0.60603,0.80994,0.81424,1.2806,0.007129,0.007129,0.007129,0.7356471243294629
148,0.55782,0.48295,1.0425,0.74037,0.7204,0.76443,0.60519,0.8072,0.80987,1.2814,0.0071092,0.0071092,0.0071092,0.7302484963409709
149,0.53586,0.4606,1.0294,0.76488,0.69878,0.76086,0.60418,0.79962,0.81002,1.2745,0.0070894,0.0070894,0.0070894,0.7303374368364237
150,0.54404,0.4619,1.0431,0.72555,0.74029,0.75354,0.60272,0.79815,0.8252,1.2802,0.0070696,0.0070696,0.0070696,0.7328458897287562
151,0.55109,0.47153,1.0448,0.73499,0.71459,0.75332,0.59871,0.7923,0.82547,1.2769,0.0070498,0.0070498,0.0070498,0.7246464549731646
152,0.54633,0.46221,1.0436,0.75034,0.70241,0.7515,0.59791,0.7936,0.84755,1.2832,0.00703,0.00703,0.00703,0.7255843323352263
153,0.54958,0.46032,1.0445,0.78741,0.68639,0.75195,0.5988,0.79619,0.84049,1.2833,0.0070102,0.0070102,0.0070102,0.733437847604831
154,0.54354,0.47058,1.0345,0.74555,0.71632,0.75617,0.59748,0.80235,0.84224,1.2862,0.0069904,0.0069904,0.0069904,0.7306427739812705
155,0.53342,0.44698,1.0282,0.75509,0.71718,0.75486,0.59898,0.80007,0.83908,1.2823,0.0069706,0.0069706,0.0069706,0.7356469210131295
156,0.53261,0.44686,1.0323,0.7383,0.7173,0.75449,0.59902,0.79513,0.84225,1.2734,0.0069508,0.0069508,0.0069508,0.7276485160758449
157,0.53562,0.45538,1.0365,0.74765,0.71236,0.75775,0.59892,0.78752,0.8385,1.2678,0.006931,0.006931,0.006931,0.7295785015171129
158,0.54021,0.46529,1.0415,0.76169,0.70625,0.75504,0.59564,0.79897,0.85041,1.2854,0.0069112,0.0069112,0.0069112,0.7329230929057046
159,0.54399,0.46182,1.0349,0.74009,0.70657,0.74492,0.59568,0.80549,0.85154,1.2904,0.0068914,0.0068914,0.0068914,0.7229416605145647
160,0.53152,0.44716,1.0338,0.71748,0.73195,0.74741,0.59742,0.80572,0.85285,1.2874,0.0068716,0.0068716,0.0068716,0.7246427712963026
161,0.53446,0.45567,1.0286,0.74213,0.71016,0.7474,0.59388,0.8021,0.85297,1.2817,0.0068518,0.0068518,0.0068518,0.7257931140474697
162,0.52146,0.45052,1.0199,0.76754,0.67121,0.74696,0.59341,0.79737,0.84746,1.2818,0.006832,0.006832,0.006832,0.7161501628496959
163,0.52753,0.44437,1.0259,0.7747,0.68689,0.74566,0.58882,0.7991,0.8382,1.2778,0.0068122,0.0068122,0.0068122,0.7281572575072353
164,0.52637,0.43881,1.0303,0.75882,0.71191,0.7443,0.59067,0.81072,0.82721,1.291,0.0067924,0.0067924,0.0067924,0.7346168857642125
165,0.53028,0.44128,1.0274,0.76099,0.71189,0.75631,0.59736,0.80376,0.81412,1.2843,0.0067726,0.0067726,0.0067726,0.7356215999945686
166,0.53721,0.45228,1.0347,0.78754,0.69293,0.76256,0.60421,0.80493,0.81228,1.2833,0.0067528,0.0067528,0.0067528,0.7372119559329132
167,0.52222,0.44851,1.0234,0.74717,0.71281,0.76327,0.60442,0.80172,0.81283,1.2776,0.006733,0.006733,0.006733,0.7295856761051522
168,0.52654,0.44665,1.0354,0.73625,0.72978,0.75656,0.60131,0.80503,0.82315,1.2816,0.0067132,0.0067132,0.0067132,0.7330007230411383
169,0.51664,0.43028,1.0214,0.72505,0.73299,0.76062,0.60422,0.8103,0.81566,1.2847,0.0066934,0.0066934,0.0066934,0.7289983807028613
170,0.53217,0.44705,1.0361,0.7549,0.71109,0.75615,0.6033,0.79837,0.82706,1.2688,0.0066736,0.0066736,0.0066736,0.7323403856779378
171,0.52336,0.4374,1.0307,0.73545,0.7304,0.76006,0.60371,0.79888,0.8279,1.271,0.0066538,0.0066538,0.0066538,0.7329163011222158
172,0.51187,0.4365,1.0218,0.75277,0.72576,0.76206,0.60691,0.80342,0.8281,1.2782,0.006634,0.006634,0.006634,0.7390182887056739
