                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                 0.6634,                0.64579,                 1.1463,                0.76736,                0.66742,                0.73993,                0.58333,                0.79497,                0.81016,                 1.3061,              0.0086536,              0.0086536,              0.0086536
                     71,                0.66447,                0.63953,                 1.1602,                0.77382,                0.66684,                 0.7416,                 0.5868,                 0.7966,                0.81898,                 1.2917,              0.0086338,              0.0086338,              0.0086338
                     72,                0.67546,                0.63557,                 1.1513,                0.75525,                0.67778,                0.74893,                 0.5947,                0.78981,                0.81827,                 1.2589,               0.008614,               0.008614,               0.008614
                     73,                0.65907,                0.62749,                 1.1457,                 0.7949,                0.65688,                0.75938,                0.59787,                0.79975,                0.79143,                 1.2747,              0.0085942,              0.0085942,              0.0085942
                     74,                0.66432,                0.63263,                 1.1545,                0.75279,                0.70822,                0.75846,                0.60647,                0.76963,                0.77259,                 1.2645,              0.0085744,              0.0085744,              0.0085744
                     75,                0.64746,                0.62597,                 1.1434,                0.76407,                0.68691,                0.75619,                0.59876,                0.79787,                0.80497,                 1.2924,              0.0085546,              0.0085546,              0.0085546
                     76,                  0.658,                0.60709,                 1.1539,                0.78479,                0.69032,                0.76142,                0.60383,                0.79799,                0.76598,                 1.2873,              0.0085348,              0.0085348,              0.0085348
                     77,                0.65924,                0.61878,                 1.1503,                0.74379,                0.72189,                0.76014,                0.60039,                0.79133,                0.78668,                  1.283,               0.008515,               0.008515,               0.008515
                     78,                0.64497,                0.62012,                 1.1306,                0.79338,                0.67038,                0.74838,                0.59239,                0.79931,                0.78895,                 1.2852,              0.0084952,              0.0084952,              0.0084952
                     79,                0.64199,                0.59674,                 1.1405,                0.73678,                0.72395,                0.75778,                 0.6027,                0.78613,                0.79893,                 1.2781,              0.0084754,              0.0084754,              0.0084754
                     80,                0.64731,                0.61829,                 1.1341,                0.77647,                0.68004,                0.75339,                0.59792,                0.81152,                0.79067,                 1.2819,              0.0084556,              0.0084556,              0.0084556
                     81,                0.64738,                0.60257,                 1.1322,                0.77412,                0.70417,                0.76069,                0.60568,                0.78223,                0.75936,                 1.2694,              0.0084358,              0.0084358,              0.0084358
                     82,                0.64267,                0.61084,                 1.1323,                0.75863,                0.73159,                0.76084,                 0.6044,                 0.7899,                0.76867,                 1.2789,               0.008416,               0.008416,               0.008416
                     83,                0.63276,                0.58691,                 1.1253,                0.72753,                 0.7295,                0.75229,                0.59717,                0.78937,                0.78742,                 1.2838,              0.0083962,              0.0083962,              0.0083962
                     84,                0.64006,                0.58737,                 1.1328,                0.77509,                0.68207,                0.75745,                 0.6016,                0.78752,                0.78553,                 1.2769,              0.0083764,              0.0083764,              0.0083764
                     85,                0.63541,                0.57877,                 1.1339,                0.76368,                0.70688,                0.75489,                0.60209,                0.78349,                0.78336,                 1.2836,              0.0083566,              0.0083566,              0.0083566
                     86,                0.62922,                0.59254,                 1.1274,                0.72328,                0.71533,                0.74679,                0.58984,                0.77736,                0.77784,                 1.2729,              0.0083368,              0.0083368,              0.0083368
                     87,                0.62556,                 0.5884,                 1.1274,                 0.7633,                0.70302,                0.75577,                0.60517,                  0.792,                 0.8124,                 1.2818,               0.008317,               0.008317,               0.008317
                     88,                 0.6271,                0.58778,                 1.1222,                0.77697,                0.69335,                0.74985,                0.59873,                0.78447,                0.79203,                 1.2887,              0.0082972,              0.0082972,              0.0082972
                     89,                 0.6262,                 0.5733,                 1.1231,                0.76088,                0.71557,                 0.7525,                0.60076,                0.78894,                0.79281,                  1.285,              0.0082774,              0.0082774,              0.0082774
                     90,                  0.616,                0.56263,                 1.1156,                0.77214,                0.70473,                0.75811,                0.60427,                0.78169,                0.78238,                 1.2758,              0.0082576,              0.0082576,              0.0082576
                     91,                0.60957,                0.56789,                 1.1086,                0.76026,                0.71616,                0.75248,                0.60276,                0.77912,                0.78831,                 1.2865,              0.0082378,              0.0082378,              0.0082378
                     92,                0.60826,                0.56112,                 1.1145,                0.77218,                0.71932,                0.75936,                 0.6006,                0.78217,                0.78445,                 1.2753,               0.008218,               0.008218,               0.008218
                     93,                0.62474,                 0.5804,                 1.1255,                0.77755,                0.70566,                0.76014,                0.59789,                0.79009,                0.79455,                 1.2713,              0.0081982,              0.0081982,              0.0081982
                     94,                0.61325,                0.56161,                  1.117,                0.78119,                0.71241,                0.76731,                0.60827,                0.79259,                0.76841,                 1.2924,              0.0081784,              0.0081784,              0.0081784
