                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.64749,                0.74507,                 1.0778,                0.58053,                0.54414,                0.56958,                0.44711,                0.73391,                 1.2837,                 1.1155,             0.00094602,             0.00094602,             0.00094602
                     78,                0.67394,                0.75275,                 1.0694,                0.54981,                0.57151,                0.57365,                0.46683,                0.72389,                 1.1008,                 1.1111,             0.00094382,             0.00094382,             0.00094382
                     79,                  0.659,                0.72744,                 1.0701,                  0.724,                 0.5443,                0.58482,                0.45771,                0.73878,                 1.1308,                 1.1419,             0.00094162,             0.00094162,             0.00094162
                     80,                0.70244,                0.75962,                 1.0863,                0.69203,                0.59668,                0.65109,                 0.5244,                0.74551,                 1.1004,                  1.107,             0.00093942,             0.00093942,             0.00093942
                     81,                0.64656,                0.71989,                 1.0674,                0.61034,                0.61286,                0.61177,                0.50045,                0.68537,                 1.0735,                 1.0581,             0.00093722,             0.00093722,             0.00093722
                     82,                0.69645,                0.79211,                 1.0952,                0.55144,                0.59597,                0.59424,                0.47225,                 0.6915,                  1.388,                  1.064,             0.00093502,             0.00093502,             0.00093502
                     83,                0.67551,                0.76312,                 1.0844,                0.50865,                0.60917,                0.56313,                0.42795,                0.76436,                 1.1691,                 1.1428,             0.00093282,             0.00093282,             0.00093282
                     84,                0.66933,                0.73119,                 1.0787,                0.52707,                0.52099,                0.57074,                0.45238,                0.68762,                  1.464,                 1.0589,             0.00093062,             0.00093062,             0.00093062
                     85,                0.64097,                0.70702,                 1.0712,                0.55302,                0.69418,                0.65514,                 0.5357,                0.68344,                 1.1352,                 1.0735,             0.00092842,             0.00092842,             0.00092842
                     86,                0.66772,                0.71829,                 1.0804,                0.47787,                0.64879,                0.55083,                0.45413,                0.69778,                 1.4433,                 1.0857,             0.00092622,             0.00092622,             0.00092622
                     87,                0.62397,                0.72318,                 1.0569,                0.53877,                0.66725,                0.60005,                 0.4873,                 0.7184,                 1.6558,                 1.0898,             0.00092402,             0.00092402,             0.00092402
                     88,                0.62984,                 0.6849,                 1.0549,                0.55919,                0.63734,                0.61346,                0.49249,                0.71549,                 1.1257,                 1.0969,             0.00092182,             0.00092182,             0.00092182
